content,score
"Update'n sekarang lebih bagus.. Cuma ada 1 kendala ni,tolong dong yg ngirim JNE lagi, soalnya kalau LEX ID pengirimanya lambat banget soalnya dia kantornya jauh dari kota saya.. Jadi barang saya datangnya telat dari waktu estimasi.. Kadang bisa ampe 4 hari telatnya.. Soalnya jarak di tempuh sama kurir ke tempat saya bisa ampe 25km/30km.. Jd tolong pengriminya lewat JNE lagi aja yg dekat sama kota saya.. Sesuai janji saya kasih bintang 5 dah tuh..",5
"Lazada sangat membantu saya , UI nya oke , fitur pengiriman oke , pelacakan pengiriman oke , voucher gratis ongkir oke , ada voucher diskon dan cashback, metode pembayaran juga banyak ,pengembalian barang juga mudah. Alhamdulillah selama ini blm menemukan kedala pada transaksi saya. Tingkatkan terus performa nya untuk memudahkan masyarakat Indonesia berjualan dan pembelian melalui aplikasi Lazada. lazada emang terbaik dari pada aplikasi yang ijo dan apliksai merah inisal B juga sudah bad hancur",5
"Bintang 4 dulu,karena sudah bisa dikasi limit kredit lazpaylater,kalo nanti aplikasi nya stabil dan tidak ada bug nanti ditambah bintangnya,sekarang ditambah bintangnya jadi 5,udah kasih saya limit lazpaylater banyak tapi sekarang tambah sering sekali update hampir seminggu 3x 😌",5
"Aneh sekarang sehabis di update, gue mau beli barang aja gak bisa semua karna alasan eror truss dan suruh chat cs dan girilan mau chat malah loadingnya lama bener dah🤣 Emang nih harus pindah ke shopee aja wkwk",1
Sy kasi bintang satu krn lazada nya tidk bisa terdaftar COD. Sy mau pesan paket asal bisa daftar COD. Disni tidk ada trsedia pembayaran COD.,1
Sy kasi bintang satu krn lazada nya tidk bisa terdaftar COD. Sy mau pesan paket asal bisa daftar COD. Disni tidk ada trsedia pembayaran COD.,1
"Saya dua kali menerima paket yang tidak saya pesan, alamat dan nama benar memang ke rumah saya tapi saya tidak pernah merasa pesan, dan saya cek pun di aplikasi saya tak ada histori pesanan barang tersebut. Tolong di koreksi apa penyebabnya...",5
"saya suka belanja di lanzada tpi di mohon kan kepada toko toko yg berkerja sama dengan lazada yg amanah,,barang sesuai pesanan,",5
"saya suka belanja di lanzada tpi di mohon kan kepada toko toko yg berkerja sama dengan lazada yg amanah,,barang sesuai pesanan,",5
"Saat ini susah belanja di Lazada!!!! Ketika kita mau belanja di Toko,di situ Tertera harga barang dan ongkirnya,Tapi ketika klik konfirmasi pesanan eh malah jadi gak sesuai sama harga barang dan ongkirnya😤😤,barang yang semula murah sekarang jadi mahal banget😡😡😡Tolong di benahi permasalahan yang terjadi saat ini🙏🙏🙏🙏,Terimakasih.",3
Sya kasih bintang 1 soalnya lazada iini aneh ini udah ke 2 kalinya saya hanya masukin ke keranjang knpa barang di kirim kemran HP harga 3 jt skrg headset ini gimna lazada perbaiki dong bug nya thx.,1
"Saya sangat kecewa dengan aplikasi lazada,pesanan saya terlalu banyak tiba tiba akun out dan susa masuknya kembali..apakah lazada memang tidak mengizinkan kita berbelanja yg banyak.,?terus kenapa tidak di batasi kalau memang tidak di perbolehkan belanja yg banyak.😢😢😢",2
"Aplikasi yang sangat membantu untuk belanja apapun dr rumah, banyak vouchernya jd belanja bisa dpt harga murah. Sangat sangat direkomendasikan.",5
"Pelanggan setia lazada,lazpaylaternya limit besar gak bisa digunakan sama sekali,hampir tiap bulan sebelum dibekukan,trus Checkout,gagal lagi padahal gak ada batal pesanan,aneh sudah chat via cs Cleo tetap saja gagal",3
"Sejak pakai ini semua pesananku gak bisa dicek dan dikirim atau tidaknya gak jelas beda banget dgn yg lama bintang 2 ajalah, tau 2 pesananku muncul dan mengganda 10 kali lipat dgn bonus ongkir menghilang, jadinya harga melambung🙏",2
"Lazada kualitanya bagus banget, penyimpanan juga kecil dan nggak ngeleg sama sekali.di lazada juga lebih banyak voucer di banding ama sebelah.",5
"Lazada pelayanannya bagus dan banyak promo nya, cuma ga kuat ama notifikasi aplikasi nya yg tiap buka hp pasti nongol di atas layar selama beberapa detik. Kalau masi begitu bakal saya uninstal selamanya",3
Tolong untuk penjual nya mohon perhatikan lagi. Kenapa saya sering belanja di aplikasi gak pernah sesuai pesanan saya. Tegaskan lagi ke penjualnya,2
"Mantaaaaap. Saya kurangin bintang nya. Di karenakan saya tidak bisa menggunakan gratis ongkir... Sangat kecewa saya. Padahal saya pelanggal lama, kobisa malahan di tidak di kasih gratis ongkir. Kalu masih bgtu saja, saya akan unistal apk nya",2
bagus...tapi ada satu saya tidak suka..kalo beli sesuatu harus hati-hati karna difoto jual apa eee tak taunya yg di jual sparepart nya aja..,4
"Sangat berguna banget jadi memudahkan kita untuk mencari sesuatu yang diperlukan , terima kasih banyak ya kak, maafkan kata""saya apabila salah kata ya kak sekali lagi terima kasih banyak ya kak",5
"13 Agustus 2023 2 Minggu lebih Barang yg saya order blm juga terselesaikan. Sampai tgl 31 Agustus bahkan lebih.bagaimana mau percaya order barang yg mahal,sekelas nomer perdana cantik aja di tipu isi nya malah nomor acak2 an?! Di complain ke CS di suruh nunggu terus,pas di cek secara berkala di akun Lazada,msh dlm proses pengembalian terus?!.",1
"Plis tolong lazada game nya jan di apus apalagi yang marge boss, tapi ini marge boss akhir akhir ini banyak bug nya, but aku sukaaaaa. Plis jangan jangan bug bug lagiiii, nyawanya di klaim tapi kaga màu muncul kan nangis aku",5
"Kecewa dengan jasa pengirimanya, karena sering membatalkan pesanan secara sepihak, jadi males lama lama belanja disini",1
"Mau belanja murah yaa di lazada ajah, tapi itu duluuuuuuu bgd. Skrg macam² yg harus dibayar bikin bengkak pengeluaran malahan padahal aku pelanggan setia di lazada 😭 lazada menyedihkan 👹payah 🙄 maaf sebesar²nya dari saya kaum jelata yg komplen Krn lazada semena²",1
"Tolong donk lazada sortir lagi seller2 yg gak amanah. Sy udh 2 kali blanja di lazada slalu aja kecewa, ad yg kurang dkirimnya. Kelebihan ny di ongkir aj lebih ringan .mending sy blnja di marketplace sbelah wlpun ongkir mahal",3
Mohon bantuannya lazada akun lazada saya tidak bisa dibuka dengan alasan keamanan akun padahal nomor hp dan email masih aktif tapi tetap tidak bisa digunakan.. sedangkan saya masih ada tagihan lazpaylater 2x angsuran lagi,5
"HLo ka Kenapa limit paylater berkurang terus padahal selalu tepat waktu bayarnya Yang awalnya 3jt Sekarang 1jt.. kemaren 3jt cuma bisa di gunakan 1,2 lebih. Sisanya ga bisa🥺🥺",4
Kurang puas deh. Disamping pelayanan lambat. Pengiriman juga sering lambat. Di tambah rincian biayanya juga begitu banyak.,2
"Wkwkwkwk sekali doang telat bayar, sejak awal sampe skrg selalu bayar sebelum jatuh tempo, tapi waktu mo pake paylater nya lagi, selalu dibekukan. Pdhl sebelumnya sudah ada informasi, bakalan diaktifkan lagi tanggal sekian jam sekian. Preeettttttt. Lunas pembayaran paylater, lgsg uninstal aja",1
"Cuman mau ngasih saran, ada baiknya kalo kita klik barang tolong disertakan info lokasi penjual itu dimana. Jadi kita bisa tau kejauhan apa enggak wktu kita mau beli barangnya. Jangan cuman ngasih info lokasi diberanda pencarian doang. Untuk lainnya sudah sip sebenernya",4
"Lazada alangkah baiknya pengiriman barang ditentukan oleh toko, karena selama ini ditentukan oleh lazada estimasi pengirimannya sangat lama sampai 2 minggu seperti JNE parah bangeet padahal jaraknya dekat. saya tanya ke pihak CS JNE jawabannya kekurangan kurir.",2
"Makin kesini pelayanan kurang,saya turunkan bintang karena bahan buat jualan yg saya pesan sudah sampai malah dikembalikan lg ke seller,bukanya di kirim ke alamat malah di balikin . Aneh tapi nyata.",1
sampai saat ini belum pernah kecewa. terutama dalam masalah barang. barang yang di kirim sesuai pesanan. cuma kenapa ongkir nya sekarang mahal ya?,5
"Cukup bagus dalam me manage custm, harus di tingkatkan lagi utk ke depan selalu mencari yg Baru dan innovate, Sukses Selalu Lazada",5
"Kenapa harus ada verifikasi perangkat segala sih, ribet, ga bisa masuk sampe terus aja muter nungguin verifikasi sampe hitung mundur 5 menit, masih tetep ga bisa login, ckp dg otp ke nmr yg terdaftar kan sudah ckp. Daftar baru malah ga bisa juga karena nomor sudah tertaut akun. Terus gimana ini....",1
"2 bulan ini agak susah ya paylater nya, padahal tidak ada keterlambatan pembayaran paylater nya. Aneh",1
"Lama gunakan aplikasi ini dengan jumlah pesanan yang lumayan banyak, namun dengan kesalahan kurir yg SANGAT tidak profesional dalam bekerja (malas mengantarkan paket kemudian paket dikembalikan dengan alasan pembeli menolak di tempat) akhirnya metode COD di akun saya dinonaktifkan..Saran sistemnya sebelum menjudge sebaiknya dikonfirmasikan dulu. Pilihan akhirnya adalah menghapus akun dan uninstal aplikasi, TK",1
"Ngapa paylater maen blokir aja? Ga pernah nunggak padahal. Di platform lain juga lancar2 aja. Sampah.. mending ke oren ato ke ijo, kaga ribet.",1
"Lebih seneng belanja di lazada udh langganan dari tahun 2017 smpe sekarang, karna jauh lebih murah dibanding olshop sebelahnya.. aplikasi ringan tampilan gak ribet,ada freeong+vocer lebih gampang. Pokoknya marketplace terlangganan murce, tingkatin terus yaa jgn ngecewain cust💜🙏😊",5
"Terpercaya dan tepat waktu,cuma ada yg kurang untuk kedatangan barang pesanan.untuk hari dan jam tolong diberitahu,mksh.",5
untuk aplikasi dan pelayanan nya baguss. cumaa kenaapa sekarang lazada iklan di semua aplikassii jadi ngrepoting orang lol. masa kita lagi buka fb tba2 masuk lazadaa kan gak etis. di aplikassii laik kalo iklan lazada semuaa. kan dngo bnget yaa. tanpa lu iklan truss semuaa dah tau lazadaa.akibat lo banyak iklan jadi ilpil gw .stop lah iklan2 lazadaa . jadi ke ganggu sumpah,1
"Saya sudah menunggu pesanan saya berapa hari dan ternyata dari kurirnya mengatakan bahwa saya menolak padahal saya tidak menolak bagaimana itu Janganlah suka cancel cancel sendiri saya tunggu-tunggu malah dari sana di cancel sendiri tiba-tiba tanpa ada pemberitahuan, dengan alasan tidak di tempat nomor tidak aktif padahal saya dan menunggu itu namanya kurang ajar tau, jangan suka mengatasnamakan pembeli meng-cancel padahal tidak terima kasih semoga bisa diperbaiki lagi",1
"kenapa sekarang saya susah banget mau login ke akun saya ya, mentok di verifikasi keamanan terus.. tolong solusinya dong.. soalnya bingung nnti klo mau bayar..",4
Lazada makin lama makin aneh. setiap buka Lazada jaringan ngeleg kyk GK ada jaringan sma sakali. Tolonglh woi perbaiki,1
"Pesanan saya hilang sampai sekarang (speaker bluetooth merk lenovo) Kurir nya ga jelas Alesan nya kejauhan,ga ada orang di rumah eh tiba tiba received atas nama saya padahal saya tidak pernah terima",1
"sebelum di update harga produk lebih murah bahkan setelah ambil voucher ongkir juga benar² 0rp ongkirnya. Tapi kok setelah diupdate harga beberapa produk lebih mahal ya, bahkan setelah ambil voucher free ongkir cuma dipotong harga ongkir nya aja, tidak benar² 0rp seperti duly",4
"Kok fitur lazada y gak muncul di halaman hape c ,kalo mau buka kudu nyari di playstore terus. Gimana ini",2
"Kok fitur lazada y gak muncul di halaman hape c ,kalo mau buka kudu nyari di playstore terus. Gimana ini",2
sangat membantu sekali saya sebagai ibu muda yang punya baby dirumah..bisa belanja kapan aja tanpa perlu ribet...terimakasih lazada,4
Kenapa selalu lelet banget y pas aplikasi digunakan selalu keluar trus padahal selalu update aplikasi lazadanya jdi pas mau co susah keluar2 aplikasi Mulu,3
"Saya baru Seminggu gak buka lazada,,,disitu saya ada tunggakan pay later yang belum saya bayar,,,,tapi pas saya buka lazada tiba-tiba disuruh login,,,pas saya login lagi semuanya jadi zonk(mulai dari cashback,koin,saldo dana) semuanya ilang,,, parahnya lagi udah waktunya bayar paylater tapi sy GK tau gmn caranya bayar soalnya GK ada paylater di apk.nya lagi,,, nyebelinnys sy pas kerja agen paylater nelpon trus,,,KLO pun apk.nya baik pasti lgsg sy bayar,,,, bingungin bnget gimana biar bisa bayar(",1
"Aplikasi ini bagus banget dan promo banyak banget, an juga pengirimannya cepat dan gratis ongkir, saya suka sekali belanja di lazada",5
"dalam seminggu sy brlanja hampir 3-4x dan alhamdulillah sampai sekarang belum pernah kecewa,dan benar"" kebantu belanja spare part sepeda dilazada,karna sy orangnya jarang sekali keluar rumah,terimakasih lazada dan seler"" juga kurir""nya yg pd sopan",5
Sekali nerima paketnya telat sampai sekarang paket saya belum di kirim selalu gagal pengiriman dan masa kurang jelas ya alamat saya kok sampek nyasar dan sampai sekarang GK di kirim,2
Sekali nerima paketnya telat sampai sekarang paket saya belum di kirim selalu gagal pengiriman dan masa kurang jelas ya alamat saya kok sampek nyasar dan sampai sekarang GK di kirim,2
Makin di persulit sekarang kalau belanja di Lazada harus pakai debit biasa nya Skali klik Langsur COD skrg udh gak ada sistem COD KL mau pesan langsung nimbul kartu kredit,1
"Di kasih limit lazpayletter 1,5 juta,baru di pake 630rb sisa,y ga bisa di pake lg,.. Padahal tagihan2 sebelum,y udah di lunasi masih 3minggu jatuh tempo Mau,y apa sih... kadang nyesel ngelunasin tagihan yg masih lama jatuh tempo",1
"Cuman telat sekali bayar paylater, habis lunas udah gk bisa lagi pakai paylater padahal udah 9 bulan yg lalu kapan bisanya? Terus sekarang udah gk bisa cod gara2 retur 2 kali dan gk tau juga kapan baru bisa pakai cod lagi",1
Mengecewakan. Punya limit paylater tapi sering d bekukan. Padahal pembayaran tepat waktu,1
"Tidak tau salah saya apa, tapi entah kenapa paylater saya di non aktifkan padahal saya belum pernah telat bayar.. Fikir saya setelah pelunasan limit akan naik tapi ternya malah dinonaktifkan. Sangat sangat mengecewakan",2
Tolong perbaiki akun saya kenak v99 voucher tidak bisa di klik ada indetitas akun lain biasanya bisa di klick voucernya pengen belanja ini barang sampai terus tolong perbaiki akun saya atas nama Riza Taufik di lazada terimakasih,5
"Awalnya lancar dan banyak promo tapi entah kenapa setelah buka video Lazada tiba-tiba sering dapet notifikasi jaringan anda bermasalah padahal speed dan latensi jaringan saya sangat baik di angka 50Mbps, sering report tapi gak nyelesain masalah. Update pun tak menyelesaikan masalah. Maaf untuk Lazada tapi lebih baik saya pake E-Commerce lain.",1
Tolong perbaiki min. Utuk pengembalian barang di permudah. Masa hrs mengunggah video. Setelah video di klik. Hrs nunggu konversi lama bageeeet. Setelah konversi selesai. Tinggal unggah. Berkali2 gagal.. ini bikin darah tinggi. Alasannya menunggu2 wifi. Saya gk punya wifi. Pake kuota gpp. Banyakkkk. Sinyal jg bagus😇😇😇 ANj*ing mksudnya apa prosedur apload video tp tdk bisa di unggah. Masa mau unggah video udah 1 jam. Berkali2 gagal. Sementara tanpa video gk bisa kembalijan barang. Kan konyol😇,4
"Enak awalx tdk memakan bnyk ruang , tpi setlah sya kredit 1 barang dicicil selama beberapa kali pembayaran sya gk pernh telat bayar tpi pembayaran terakhir ada sedikit kendala jdi telat, beberapa hari setlah itu sya lngsung bayar lunas tpi sya sdah byar lebih. Pihak penagih terus menerus nlfon pdhl sdah ada bukti pmbayaran yg dilkukan melalui alfa dan itu sdh lunas tpi blm msuk katax setelh dicek ulang ternyta dibatalkan hilang uang yg dibyrkn akhirx byr lgi lewat bnk. Gk mau kredit lgi.",2
Penanganan masalah nya LEMOT SEKALI.SEPERTI ACUH SEKALI sma pengaduan customer. Saya minta refund uang pngembalian sudah mau 1bulan lebih masih belum ada kabar nya.. Kpn bisa balik uang saya. Padahal hanya 119ribu...dan yg salah pihak seller yg tidak mengirim pesanan brg saya. SANGAT SANGAT KECEWA DGN SISTEM LAZADA SKG.,1
Lazada sekarang GK kayak dulu pengiriman cepat ongkir murah sekarang mah ongkir mahal pengiriman lama hadeh mending ke Shopee sekarang udah pengiriman cepat okngir murah banyak diskon pula Kenapa ya sekarang ini Lazada pengiriman melampaui tanggal Estimasi yg biasanya 3-5 hari ini sudah ada yg 10 hari bahkan sampai 2 Minggu baru paketnya sampai ada apa dengan Lazada sekarang ini coba jelaskan,1
"trimkasi lasada,kamu slalu membantuku apa saja kebutuhan sesuai kemampuan,kmu slalu melayani dengan baik.",5
Ko ga bisa order diplaylater sistem gangguan terus padhal jaringan bagus terus udah diupdate tapi masih gangguan sistem apa playlater saya dibekukan?mohon penjelasan nya,3
"Knp tidak ada pilihan buat ekspedisi pengiriman lain, gak kayak ollshop sebelah yg bebas pilih ekspedisi dan knp harus merahasiakan posisi gudang..",2
percuma vhoucer bonus dadakan ga bisa dipake...promonya ini itu tp ga ada yg fungsi....katanya kesalahan teknis....sampe skng ga bisa dipakai vouchernya....saya ini pengguna lama tapi pelayanan lazada selalu mengecewakan..tidak pernah ada solusinya sampe skng...,1
